"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC1_1"	"QC1_2"	"QC1_3"	"QC2_1"	"QC2_2"	"QC2_3"	"1"	"2"	"3"	"4"	"5"	"QC3"	"6"	"7"	"8"	"9"	"10"	"QC4"	"11"	"12"	"13"	"14"	"15"	"QC5"	"16"	"17"	"18"	"19"	"20"	"QC6"	"21"	"22"	"23"	"24"	"25"	"QC7"	"26"	"27"	"28"	"29"	"QC8"	"QC9_1"	"QC9_2"	"QC10_1"	"QC10_2"	"QC10_3"	"30"	"31"	"32"	"33"	"34"	"QC11"	"35"	"36"	"37"	"38"	"39"	"QC12"	"40"	"41"	"42"	"43"	"44"	"QC13"	"45"	"46"	"47"	"48"	"49"	"QC14"	"50"	"51"	"52"	"53"	"54"	"QC15"	"55"	"56"	"57"	"58"	"59"	"QC16"
"CHEBI:4167"	"C6H12O6"	"OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O"	"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1"	"Glucopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-, D-"	""	""	""	""	"650.979"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"51284"	"51694"	"67589"	"50486"	"56406"	"NA"	"30781"	"62291"	"60078"	"56247"	"53682"	"57493"	"44720"	"67109"	"65258"	"62136"	"55026"	"88789"	"61181"	"NA"	"50942"	"63719"	"79789"	"79081"	"45768"	"68355"	"77521"	"50082"	"43737"	"41328"	"55626"	"60767"	"56608"	"42389"	"79282"	"61355"	"70424"	"75929"	"70557"	"102682"	"58418"	"47833"	"57708"	"53562"	"59656"	"57215"	"44640"	"51333"	"42819"	"52481"	"73759"	"44361"	"71331"	"56345"	"74467"	"38381"	"53327"	"55067"	"52050"	"49676"	"51054"	"NA"	"57256"	"54689"	"39936"	"56571"	"63822"	"42714"	"70839"	"51953"	"64340"	"64703"	"40474"	"97690"	"46954"	"47897"	"46221"	"66409"	"79838"	"70058"	"59518"
"CHEBI:32926"	"C18H38"	"CCCCCCCCCCCCCCCCCC"	"InChI=1S/C18H38/c1-3-5-7-9-11-13-15-17-18-16-14-12-10-8-6-4-2/h3-18H2,1-2H3"	"Octadecane"	""	""	""	""	"651.529"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"332598"	"349987"	"391898"	"349464"	"366471"	"344181"	"566796"	"321211"	"331909"	"417821"	"291927"	"390907"	"337015"	"321147"	"532419"	"408716"	"342712"	"419793"	"317199"	"399598"	"362750"	"570125"	"390256"	"507964"	"532230"	"347616"	"580363"	"460372"	"708670"	"520327"	"347390"	"403025"	"368256"	"521404"	"420119"	"743097"	"474139"	"407918"	"350102"	"332067"	"753778"	"408984"	"407119"	"361972"	"391572"	"370605"	"319382"	"589583"	"314613"	"475151"	"393395"	"397106"	"300904"	"361890"	"443887"	"528265"	"556094"	"393994"	"370527"	"462500"	"376287"	"384877"	"318409"	"415687"	"359789"	"333965"	"381659"	"744507"	"538899"	"426590"	"575659"	"328204"	"394788"	"350217"	"597107"	"433123"	"381498"	"382900"	"543794"	"548277"	"817481"	"448666"
"unknown"	""	""	""	"Unknown 44"	""	""	""	""	"653.129"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"90732"	"115691"	"130797"	"111061"	"137337"	"121230"	"266656"	"110776"	"77352"	"158172"	"145520"	"150885"	"148162"	"108868"	"226827"	"87407"	"146586"	"164657"	"373449"	"144105"	"176213"	"208219"	"167578"	"207336"	"226963"	"178383"	"289520"	"257301"	"291429"	"192409"	"84984"	"157838"	"97473"	"275356"	"169904"	"242766"	"274106"	"215393"	"157078"	"167621"	"148170"	"153019"	"155976"	"159242"	"177521"	"159533"	"87387"	"115034"	"154709"	"203217"	"81290"	"155328"	"110501"	"372876"	"268041"	"364253"	"174084"	"178125"	"146167"	"139484"	"127966"	"185958"	"141669"	"160301"	"200282"	"121313"	"199445"	"137247"	"139471"	"199367"	"127273"	"144724"	"243659"	"109421"	"455139"	"168838"	"140203"	"185515"	"296119"	"416516"	"376168"	"205477"
"CHEBI:28044"	"C9H11NO2"	"NC(Cc1ccccc1)C(O)=O"	"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)"	"Phenylalanine_1768_2TMS"	""	""	""	""	"656.829"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"36807246"	"40588380"	"42726851"	"40613153"	"39922296"	"40436958"	"35760404"	"30443504"	"42150103"	"42853507"	"35714635"	"44211493"	"38310479"	"34379446"	"38319905"	"37459793"	"36989504"	"42036204"	"54161040"	"44583407"	"41799976"	"40537372"	"36023522"	"45189421"	"42233529"	"39953688"	"47541655"	"52974054"	"41057540"	"41579457"	"36423147"	"39618819"	"41101873"	"46711894"	"41656219"	"45728888"	"42451396"	"47653180"	"45707443"	"42246438"	"42063935"	"41229817"	"42055061"	"41519847"	"42581432"	"41613475"	"36972872"	"36418826"	"43366915"	"36942869"	"34401606"	"41195785"	"36622176"	"50439511"	"44700284"	"50795072"	"32844795"	"42357754"	"45315881"	"38476613"	"44174532"	"35319199"	"34593469"	"42315055"	"40239258"	"32850826"	"40937501"	"41429249"	"33204479"	"43077971"	"38362897"	"42933494"	"52630529"	"35625061"	"57602786"	"43360328"	"38950030"	"38876237"	"51262020"	"51996291"	"46706393"	"43357458"
"unknown"	""	""	""	"Unknown 45"	""	""	""	""	"659.629"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"NA"	"NA"	"NA"	"NA"	"36675"	"NA"	"22852"	"NA"	"NA"	"NA"	"NA"	"NA"	"27073"	"NA"	"NA"	"30133"	"NA"	"NA"	"NA"	"NA"	"NA"	"30812"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"27517"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"33090"	"NA"	"34592"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"23864"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"31697"	"NA"	"37777"	"37878"	"NA"	"29962"	"NA"	"NA"	"NA"	"NA"	"NA"	"45465"	"NA"	"NA"	"NA"	"NA"	"NA"	"43835"	"NA"	"NA"	"NA"
"unknown"	""	""	""	"Unknown 46"	""	""	""	""	"662.379"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"458037"	"531479"	"788040"	"535378"	"490655"	"528857"	"1236031"	"101050"	"692471"	"123631"	"738965"	"614104"	"729713"	"98928"	"793069"	"553380"	"986135"	"939650"	"178029"	"696130"	"1240305"	"1146864"	"1100765"	"1128186"	"120364"	"1074346"	"1100032"	"177069"	"263961"	"1021771"	"203298"	"96510"	"811475"	"134396"	"1073634"	"1223643"	"196323"	"1147528"	"1337750"	"1047781"	"1040312"	"546522"	"553670"	"566497"	"612964"	"591223"	"96815"	"119654"	"1264489"	"960787"	"154183"	"1084460"	"105871"	"147684"	"330115"	"1904087"	"64860"	"598995"	"1107861"	"921689"	"1031326"	"1027276"	"928444"	"1034098"	"1104867"	"750890"	"859223"	"641534"	"763813"	"702622"	"482663"	"1153679"	"157160"	"89645"	"2334782"	"1025978"	"114560"	"1056450"	"234046"	"1228128"	"943309"	"1112111"
"unknown"	""	""	""	"Unknown 47"	""	""	""	""	"662.679"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"628538"	"722353"	"923773"	"816879"	"828490"	"850791"	"834343"	"526389"	"1056116"	"715476"	"1039882"	"1077655"	"913392"	"739651"	"1213975"	"933894"	"650777"	"577450"	"1351341"	"961909"	"1174411"	"844913"	"673752"	"796933"	"1043656"	"768907"	"929633"	"1167517"	"993619"	"749710"	"729847"	"679822"	"NA"	"1277461"	"628973"	"724712"	"976495"	"1219350"	"1655414"	"996313"	"586432"	"851901"	"998731"	"935751"	"1061655"	"1057694"	"785763"	"825580"	"1092131"	"706251"	"603486"	"741163"	"667174"	"NA"	"1083439"	"1322172"	"628958"	"1074057"	"779097"	"413102"	"821798"	"641172"	"687800"	"617880"	"974299"	"886472"	"126087"	"937311"	"888423"	"1047345"	"721824"	"968041"	"982338"	"685196"	"NA"	"560730"	"815292"	"274801"	"1290272"	"1937678"	"682033"	"638834"
"unknown"	""	""	""	"Unknown 48"	""	""	""	""	"663.229"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"2638156"	"3515975"	"3488697"	"3405165"	"3179277"	"3369395"	"5574934"	"59197"	"4392686"	"NA"	"4799426"	"3868576"	"4639303"	"NA"	"5149385"	"2627833"	"4271965"	"3921593"	"NA"	"4379582"	"9294285"	"5059341"	"4878137"	"4347936"	"109093"	"5785265"	"3628218"	"NA"	"3536809"	"4975335"	"2272495"	"NA"	"4810297"	"NA"	"4085295"	"5623634"	"1691056"	"5157057"	"10910268"	"7683667"	"4861765"	"4089786"	"4208258"	"4169163"	"4057808"	"4412924"	"NA"	"NA"	"100970"	"5126587"	"1984820"	"4075070"	"NA"	"NA"	"131207"	"6590663"	"NA"	"4870995"	"120867"	"3587357"	"4829176"	"4900654"	"4864880"	"4736636"	"4935807"	"4095799"	"NA"	"3857821"	"5381393"	"4663167"	"2723434"	"5215919"	"1272751"	"163636"	"6598650"	"4008283"	"2412396"	"3048196"	"2013018"	"5831482"	"2616416"	"5182539"
"unknown"	""	""	""	"Unknown 49"	""	""	""	""	"663.679"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"82913"	"107499"	"140467"	"118583"	"98570"	"92702"	"95864"	"1744436"	"117527"	"90560"	"76648"	"116063"	"84055"	"NA"	"92822"	"102188"	"83666"	"135857"	"NA"	"169478"	"173402"	"127197"	"79149"	"177698"	"NA"	"135071"	"203297"	"144754"	"122497"	"162124"	"172495"	"117264"	"159527"	"NA"	"186813"	"204945"	"88158"	"121479"	"249281"	"141230"	"214872"	"65237"	"78898"	"86540"	"110167"	"133735"	"79076"	"64721"	"7915050"	"86686"	"55129"	"138531"	"77551"	"95854"	"3834327"	"171176"	"46424"	"135437"	"5668935"	"107172"	"162550"	"101019"	"95260"	"137824"	"146284"	"96687"	"72121"	"118588"	"127800"	"120860"	"102413"	"154814"	"85093"	"NA"	"235794"	"122228"	"129527"	"158955"	"169824"	"219750"	"122715"	"183645"
"CHEBI:79054"	""	""	""	"Arabinofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-"	""	""	""	""	"664.329"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"498485"	"501923"	"544780"	"569220"	"535344"	"553269"	"420412"	"368553"	"831513"	"372178"	"704628"	"636573"	"689498"	"400318"	"451481"	"513799"	"601885"	"656271"	"863724"	"776644"	"765045"	"745678"	"668485"	"719506"	"607790"	"1124207"	"610820"	"678592"	"547119"	"734701"	"365653"	"484835"	"965968"	"745750"	"651476"	"867376"	"662164"	"940999"	"966053"	"834865"	"881136"	"624415"	"662212"	"737324"	"734419"	"784470"	"438409"	"482669"	"1373807"	"961324"	"398042"	"677640"	"423390"	"836452"	"695480"	"879834"	"450611"	"735721"	"852874"	"751599"	"867016"	"996407"	"870901"	"714414"	"897031"	"669901"	"618901"	"645443"	"1028540"	"772359"	"584389"	"823853"	"786882"	"474347"	"933597"	"777360"	"442826"	"610832"	"847248"	"830080"	"570612"	"766203"
"unknown"	""	""	""	"Unknown 50"	""	""	""	""	"665.729"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"43413"	"NA"	"45070"	"31747"	"53063"	"37512"	"NA"	"43040"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"40309"	"NA"	"NA"	"NA"	"42988"	"116221"	"NA"	"34831"	"NA"	"36406"	"NA"	"38626"	"NA"	"30297"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"37284"	"NA"	"NA"	"35685"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"37250"	"44364"	"NA"	"NA"	"NA"	"NA"	"78885"	"NA"	"NA"	"24552"	"NA"	"NA"	"NA"	"NA"	"NA"	"24537"	"NA"	"NA"	"NA"	"NA"	"21313"	"NA"	"132694"	"16858"	"NA"	"50900"	"NA"	"NA"	"NA"	"32668"	"31717"	"NA"
"unknown"	""	""	""	"Unknown 51"	""	""	""	""	"666.379"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"421079"	"358538"	"369144"	"311036"	"398363"	"366551"	"647344"	"129519"	"359129"	"NA"	"555269"	"300514"	"486516"	"NA"	"570898"	"NA"	"373334"	"326120"	"NA"	"429265"	"1002261"	"462879"	"485946"	"310041"	"NA"	"534948"	"150856"	"NA"	"NA"	"308764"	"77977"	"NA"	"335577"	"NA"	"107496"	"NA"	"NA"	"410527"	"825914"	"728575"	"267120"	"219711"	"238866"	"216315"	"245431"	"NA"	"NA"	"NA"	"545705"	"413865"	"103956"	"256176"	"NA"	"NA"	"111990"	"310075"	"NA"	"214493"	"350634"	"195262"	"367732"	"402819"	"411203"	"230769"	"375128"	"338363"	"NA"	"251353"	"531465"	"194829"	"229541"	"404817"	"NA"	"NA"	"244733"	"264442"	"NA"	"101797"	"NA"	"239335"	"73169"	"204754"
"CHEBI:28044"	"C9H11NO2"	"NC(Cc1ccccc1)C(O)=O"	"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)"	"Phenylalanine_1793_1TMS"	""	""	""	""	"667.329"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"6092155"	"6213060"	"6077412"	"5588388"	"6072537"	"5629035"	"4569975"	"4215413"	"4681390"	"4705974"	"5294790"	"5223284"	"5002819"	"4294248"	"4773896"	"4425288"	"4436439"	"5271982"	"3287336"	"4683881"	"5113954"	"4794726"	"4595459"	"4916776"	"5053350"	"4970294"	"4817175"	"5468759"	"4476550"	"4840748"	"4515841"	"4118762"	"4376942"	"4298001"	"4239239"	"4733531"	"4528082"	"5005637"	"5028410"	"4971637"	"4846164"	"4661458"	"4690593"	"4404740"	"4292776"	"3963772"	"3898949"	"3803730"	"4792854"	"4088384"	"3415652"	"4430562"	"3813777"	"4354366"	"4549971"	"4843939"	"3740803"	"3944992"	"4107906"	"3794292"	"4303001"	"3914358"	"3908615"	"4501777"	"3988594"	"3748010"	"4081376"	"4073244"	"4163114"	"4033329"	"4187832"	"4628768"	"4813357"	"4168949"	"4345458"	"4440369"	"3784337"	"3981621"	"4178819"	"4264787"	"3655727"	"4190363"
"unknown"	""	""	""	"Unknown 52"	""	""	""	""	"668.879"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"75787"	"67074"	"70782"	"61612"	"65807"	"73290"	"57809"	"57815"	"79235"	"106059"	"67395"	"NA"	"85402"	"NA"	"72386"	"NA"	"NA"	"77647"	"93248"	"87810"	"98598"	"68372"	"76673"	"84247"	"78362"	"96671"	"100442"	"92340"	"74482"	"NA"	"NA"	"NA"	"84217"	"90104"	"77791"	"89432"	"84420"	"NA"	"107914"	"107655"	"82057"	"NA"	"75269"	"78093"	"80042"	"NA"	"64563"	"61815"	"99838"	"92562"	"58009"	"85750"	"NA"	"89789"	"NA"	"94736"	"NA"	"NA"	"NA"	"NA"	"89190"	"NA"	"75544"	"79902"	"85964"	"NA"	"74217"	"NA"	"NA"	"85067"	"79340"	"84123"	"106562"	"66949"	"114515"	"107624"	"NA"	"69064"	"NA"	"99915"	"90488"	"84791"
"CHEBI:18257"	"C5H12N2O2"	"NCCCC(N)C(O)=O"	"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)"	"Ornithine_1805_2TMS"	""	""	""	""	"670.079"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"3110987"	"3578461"	"3889571"	"3522545"	"3386294"	"3602887"	"3619461"	"2643499"	"3445991"	"4145581"	"3901241"	"4165581"	"4167356"	"3177706"	"3663609"	"3294442"	"3661198"	"3726915"	"5797480"	"4580195"	"4785494"	"3969313"	"3711551"	"4317174"	"3844043"	"4448794"	"4673752"	"5764316"	"3698778"	"4506017"	"3127245"	"3206045"	"4147993"	"4211885"	"3557562"	"4605475"	"3748903"	"5274481"	"4018017"	"5444361"	"4113434"	"3854802"	"3674250"	"3940247"	"4217453"	"3853934"	"3169447"	"3680279"	"4879165"	"3969909"	"2882414"	"4147968"	"3479396"	"5100589"	"3694747"	"5478373"	"3314621"	"3878914"	"4999303"	"3735262"	"4348914"	"3891976"	"3774726"	"3966821"	"4204747"	"3294640"	"3395063"	"4519048"	"3786282"	"4036631"	"4062650"	"4530643"	"5590650"	"2448286"	"6454514"	"4482864"	"3279645"	"2862742"	"5006382"	"5284022"	"4739281"	"4328168"
"CHEBI:29888"	"H4O7P2"	"OP(O)(=O)OP(O)(O)=O"	"InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)"	"Silanol, trimethyl-, pyrophosphate (4:1)"	""	""	""	""	"671.129"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"110119"	"103178"	"156777"	"140704"	"121648"	"142198"	"149275"	"128219"	"153003"	"168087"	"143936"	"157705"	"136625"	"108918"	"127437"	"131900"	"124613"	"121896"	"218836"	"178401"	"152641"	"119840"	"128760"	"136649"	"159985"	"136365"	"126360"	"182306"	"161821"	"166255"	"85796"	"86291"	"117503"	"129560"	"90886"	"129278"	"152603"	"102956"	"141470"	"90783"	"89148"	"104396"	"72879"	"90024"	"113970"	"104163"	"102659"	"98193"	"101930"	"88976"	"84784"	"115143"	"90938"	"152555"	"114794"	"134765"	"74774"	"79493"	"86370"	"88083"	"58311"	"78171"	"102169"	"85595"	"78734"	"69804"	"93723"	"93781"	"75345"	"76936"	"117661"	"76743"	"126921"	"103947"	"83131"	"80554"	"81703"	"72012"	"115759"	"109230"	"72039"	"75772"
"unknown"	""	""	""	"Unknown 53"	""	""	""	""	"675.579"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"99229"	"102487"	"99570"	"152256"	"NA"	"105074"	"NA"	"103796"	"NA"	"148473"	"136333"	"156783"	"150038"	"103067"	"144957"	"106370"	"129730"	"NA"	"208729"	"153509"	"158480"	"141268"	"114718"	"145462"	"152547"	"140182"	"137246"	"201995"	"NA"	"NA"	"113393"	"131091"	"131968"	"NA"	"NA"	"158975"	"140653"	"166014"	"158145"	"NA"	"140848"	"90712"	"NA"	"NA"	"92561"	"141560"	"66535"	"95234"	"140052"	"132461"	"81436"	"134900"	"96032"	"NA"	"92290"	"NA"	"104478"	"141592"	"143305"	"101015"	"152115"	"125941"	"100542"	"145157"	"122122"	"NA"	"NA"	"116824"	"93016"	"141180"	"NA"	"132770"	"181062"	"68670"	"221781"	"78967"	"68351"	"NA"	"NA"	"163306"	"125379"	"NA"
"CHEBI:14336"	""	""	""	"Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester"	""	""	""	""	"676.879"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"15869313"	"16965762"	"17359884"	"16485058"	"15923148"	"16019854"	"17314178"	"12704430"	"13276769"	"9671299"	"13724093"	"17824156"	"10609873"	"11622517"	"16386932"	"11119924"	"14812151"	"17705812"	"27953899"	"21030228"	"21428935"	"18477217"	"11176617"	"18193909"	"18215324"	"19819099"	"10260720"	"22060725"	"21933459"	"17821778"	"15527666"	"15584470"	"14334832"	"26790400"	"12331730"	"19095335"	"21955926"	"12512715"	"21029619"	"12794328"	"17612736"	"17088014"	"16331492"	"17898139"	"18443097"	"17165481"	"17836622"	"11940399"	"19299092"	"12934138"	"14555354"	"17001352"	"11694978"	"27498607"	"25329090"	"20004291"	"14271908"	"18130588"	"20019768"	"14140298"	"21215548"	"13644866"	"16158669"	"18171893"	"16057201"	"12818757"	"18284711"	"18265216"	"12015052"	"17887258"	"14836641"	"18779097"	"20423006"	"13223016"	"23450239"	"18251911"	"17496863"	"23013220"	"28585770"	"19946499"	"9700308"	"18580603"
"unknown"	""	""	""	"Unknown 54"	""	""	""	""	"677.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"372048"	"365070"	"347585"	"323990"	"316523"	"310666"	"277736"	"215500"	"266493"	"218355"	"296114"	"315846"	"272657"	"201796"	"253110"	"202709"	"251843"	"341598"	"NA"	"264583"	"278839"	"298699"	"218562"	"247301"	"253637"	"300165"	"263743"	"274859"	"NA"	"282717"	"202283"	"198893"	"239276"	"NA"	"184225"	"247509"	"NA"	"274686"	"255377"	"244393"	"221904"	"224033"	"199471"	"253487"	"280043"	"230342"	"214704"	"181812"	"222412"	"185693"	"195915"	"NA"	"205797"	"NA"	"250612"	"286811"	"168804"	"249397"	"269796"	"174618"	"249453"	"257719"	"234041"	"280146"	"218944"	"215778"	"214806"	"227942"	"171988"	"226086"	"197316"	"265449"	"NA"	"160073"	"224617"	"235478"	"NA"	"207160"	"NA"	"237719"	"151871"	"NA"
"CHEBI:28260"	"C6H12O6"	"C(C1C(C(C(C(O1)O)O)O)O)O"	"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2?,3-,4-,5?,6?/m0/s1"	"Galactose_1854_5TMS"	""	""	""	""	"678.829"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"203193"	"200477"	"254678"	"218329"	"197489"	"254023"	"114947"	"160288"	"100901"	"194503"	"191079"	"62979"	"85395"	"252275"	"114386"	"180553"	"244466"	"474271"	"157700"	"307900"	"240705"	"72338"	"202192"	"149411"	"249482"	"115881"	"195249"	"224355"	"231399"	"124081"	"147367"	"198490"	"245863"	"140203"	"215219"	"325357"	"114326"	"200183"	"85132"	"232647"	"184055"	"156306"	"239494"	"265277"	"228523"	"183561"	"92244"	"227177"	"84491"	"157239"	"152065"	"126786"	"391030"	"275190"	"185877"	"72073"	"241991"	"233368"	"160438"	"176334"	"113544"	"198821"	"209609"	"202753"	"181418"	"231102"	"124147"	"171128"	"226926"	"146089"	"142956"	"103486"	"107255"	"262381"	"197714"	"139909"	"229753"	"406098"	"225823"	"133457"	"252603"
"CHEBI:16010"	"C5H7NO3"	"OC(=O)C1CCC(=O)N1"	"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)"	"N,O-Bis-(trimethylsilyl)-2-pyrrolidone carboxylic acid"	""	""	""	""	"681.479"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"1434895"	"3029152"	"436689"	"3561596"	"3254525"	"3334483"	"3508686"	"2386926"	"3400561"	"3854363"	"3262605"	"4619863"	"3116616"	"3697514"	"3972215"	"3380577"	"4011206"	"4276373"	"7384178"	"5120250"	"4528912"	"4724021"	"3455694"	"4793370"	"5127491"	"4373343"	"5510427"	"7225059"	"5602841"	"4836882"	"3682293"	"4165971"	"4471571"	"6214301"	"4453653"	"5293655"	"4872452"	"5643771"	"5489443"	"4811702"	"4794847"	"3795540"	"4079450"	"3299131"	"4717987"	"4315891"	"4225029"	"4420341"	"5085036"	"3675430"	"3438270"	"4437441"	"3963435"	"6714129"	"5788118"	"6159106"	"3917455"	"4877802"	"5322537"	"3930898"	"5126624"	"3786748"	"3790706"	"4877537"	"4592528"	"3231219"	"4416994"	"4496341"	"3331532"	"4756256"	"3615217"	"4290051"	"6665646"	"5066356"	"8939110"	"5436599"	"4396333"	"3482466"	"6802903"	"7970193"	"5316449"	"4986356"
"unknown"	""	""	""	"Unknown 55"	""	""	""	""	"681.779"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"295045"	"404644"	"3462196"	"447223"	"390027"	"403406"	"476283"	"323521"	"505027"	"NA"	"394470"	"532507"	"357939"	"442124"	"479612"	"400873"	"479423"	"515221"	"870086"	"555686"	"515521"	"549285"	"404378"	"NA"	"665035"	"587001"	"588345"	"765801"	"785182"	"615636"	"415302"	"458786"	"496851"	"792403"	"609575"	"594126"	"613156"	"570775"	"630555"	"504288"	"564698"	"460077"	"488154"	"497812"	"591804"	"524820"	"549746"	"564256"	"555997"	"390119"	"409233"	"532139"	"441620"	"737584"	"764737"	"795650"	"NA"	"568044"	"592976"	"494586"	"564644"	"NA"	"463670"	"578400"	"530479"	"399207"	"574042"	"577165"	"389125"	"544553"	"477299"	"537522"	"NA"	"NA"	"889137"	"624433"	"520998"	"675590"	"873743"	"829255"	"540717"	"602187"
"unknown"	""	""	""	"Unknown 56"	""	""	""	""	"683.029"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"798614"	"1234399"	"1284328"	"1403707"	"1253894"	"1271775"	"1309055"	"1298257"	"1486942"	"1192312"	"1215114"	"1623379"	"1108651"	"1693610"	"1426478"	"1269333"	"1262050"	"1545689"	"2599742"	"1236862"	"1388809"	"1369292"	"1174119"	"1661271"	"2263124"	"1741856"	"1456583"	"2112890"	"2433925"	"1865186"	"1180721"	"1465922"	"1334203"	"2658866"	"1618534"	"1581726"	"2137787"	"1497615"	"1483835"	"1168240"	"1432688"	"1370665"	"1375943"	"1371996"	"1420451"	"1467762"	"1945243"	"2061842"	"1379727"	"1133992"	"1274702"	"1486225"	"1408995"	"2181818"	"2612018"	"2025040"	"1584417"	"1630840"	"1354949"	"1436598"	"1172014"	"1298017"	"1179391"	"1752696"	"1430891"	"1225772"	"1846407"	"1733310"	"1078694"	"1568269"	"1196524"	"1428213"	"1996629"	"2297419"	"1827559"	"1401320"	"1555287"	"2323523"	"2269692"	"1626948"	"1292721"	"1489554"
