"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos-Exp1-Blatt_K-1_1-B,1_01_8080"	"pos-Exp1-Blatt_K-2_1-B,2_01_8082"	"pos-Exp1-Blatt_K-3_1-B,3_01_8084"	"pos-Exp1-Blatt_K-4_1-B,4_01_8086"	"pos-Exp1-Blatt_K-5_1-B,5_01_8088"	"pos-Exp2-Blatt_K-1_1-D,1_01_8091"	"pos-Exp2-Blatt_K-2_1-D,2_01_8093"	"pos-Exp2-Blatt_K-3_1-D,3_01_8095"	"pos-Exp1-Blatt_P-1_1-C,1_01_8081"	"pos-Exp1-Blatt_P-2_1-C,2_01_8083"	"pos-Exp1-Blatt_P-3_1-C,3_01_8085"	"pos-Exp1-Blatt_P-4_1-C,4_01_8087"	"pos-Exp1-Blatt_P-5_1-C,5_01_8089"	"pos-Exp2-Blatt_P-1_1-E,1_01_8092"	"pos-Exp2-Blatt_P-2_1-E,2_01_8094"	"pos-Exp2-Blatt_P-3_1-E,3_01_8096"	"pos-Exp2-Blatt_P-4_1-E,4_01_8099"	"pos-Exp2-Blatt_P-5_1-E,5_01_8100"
""	""	""	""	""	"414.9788"	""	""	""	"  26.103933"	""	""	""	""	""	""	""	""	""	""	""	"  2427.9876"	"  4111.2609"	"  3672.0218"	"  3497.3385"	"  4151.13871"	"  3002.8337"	"  4127.27487"	"  3833.5027"	"6.649096e+02"	"1.279877e+03"	"   741.12588"	"   920.36345"	"  1100.56200"	"  1310.64790"	"  1956.76793"	"  1110.8484"	"  1004.92125"	"  1277.37902"
""	""	""	""	""	"415.1089"	""	""	""	" 220.961089"	""	""	""	""	""	""	""	""	""	""	""	"  1190.7573"	"   520.8165"	"   823.9053"	"   470.1961"	"   575.36591"	"   583.3710"	"   788.51220"	"   651.4232"	"1.832916e+03"	"9.951288e+02"	"  2740.99398"	"  1299.09706"	"   880.22645"	"   555.44400"	"  1040.32827"	"   838.8589"	"   790.83627"	"  1059.63270"
""	""	""	""	""	"415.1640"	""	""	""	" 190.701359"	""	""	""	""	""	""	""	""	""	""	""	"  3085.5785"	"  2130.2917"	"  2272.0530"	"  2480.4944"	"  2066.58386"	"  2824.2897"	"  2931.00960"	"  1716.6274"	"9.693919e+03"	"9.355812e+03"	"  7000.35725"	"  6716.43195"	"  6619.62480"	"  6131.60969"	"  7594.92067"	"  5794.4772"	"  6286.86754"	"  7669.18620"
""	""	""	""	""	"415.1562"	""	""	""	" 399.738614"	""	""	""	""	""	""	""	""	""	""	""	"  5397.9556"	"  4860.2235"	"  4025.1215"	"  5108.1030"	"  3937.73372"	"  2456.4605"	"  2192.08560"	"  2507.2612"	"3.742584e+03"	"3.923983e+03"	"  2455.73760"	"  3387.04080"	"  3355.34880"	"  1421.67413"	"  1968.63333"	"  3846.6466"	"  2537.39304"	"  1932.06010"
""	""	""	""	""	"415.7499"	""	""	""	"  25.535656"	""	""	""	""	""	""	""	""	""	""	""	"   840.8893"	"  1062.1824"	"  1144.1495"	"  1384.0493"	"  1192.12430"	"   938.2707"	"  1026.55086"	"   891.5573"	"2.011182e+03"	"2.450288e+03"	"  2061.13786"	"  2163.46085"	"  2539.72858"	"  1822.99903"	"  1868.05389"	"  1442.8925"	"  1816.68770"	"  1970.67062"
""	""	""	""	""	"416.1367"	""	""	""	" 281.127540"	""	""	""	""	""	""	""	""	""	""	""	"  3303.4342"	"  2451.1441"	"  1412.4624"	"  1739.3547"	"  1651.88571"	"  1541.4263"	"  1587.72137"	"  1893.5583"	"1.972889e+03"	"8.477386e+02"	"  1393.08060"	"  1939.38429"	"   966.43920"	"  1671.66960"	"  1509.54000"	"  1552.1499"	"  1452.60798"	"  1431.47760"
""	""	""	""	""	"416.1433"	""	""	""	" 344.658667"	""	""	""	""	""	""	""	""	""	""	""	"   989.1017"	"   757.5375"	"   652.5651"	"   887.2164"	"   653.18880"	"   405.7306"	"   656.79277"	"   769.2816"	"4.759616e+02"	"1.202294e+03"	"  1243.63214"	"  1111.88880"	"   852.89073"	"   528.84245"	"  1447.29756"	"   954.5857"	"  2016.40791"	"  1069.18800"
""	""	""	""	""	"416.1592"	""	""	""	" 190.745018"	""	""	""	""	""	""	""	""	""	""	""	"  2044.5459"	"  1792.9007"	"  1558.9915"	"  1518.8203"	"  1370.19788"	"  1581.1587"	"  1746.39600"	"  1098.2287"	"5.705006e+03"	"5.304340e+03"	"  4025.95020"	"  3941.11595"	"  3739.06867"	"  3695.98582"	"  4153.00391"	"  3402.4415"	"  3930.06461"	"  3988.65133"
""	""	""	""	""	"416.1588"	""	""	""	" 399.523251"	""	""	""	""	""	""	""	""	""	""	""	"   927.6224"	"   671.7499"	"   653.9736"	"   857.6604"	"   512.85169"	"   405.8938"	"   188.09400"	"   423.9469"	"6.570947e+02"	"6.911341e+02"	"   511.01775"	"   594.47520"	"   573.92960"	"   374.87648"	"   396.07816"	"   567.9007"	"   467.09250"	"   389.73240"
""	""	""	""	""	"417.1006"	""	""	""	" 199.100209"	""	""	""	""	""	""	""	""	""	""	""	"   639.7094"	"   465.7056"	"   747.3862"	"   424.5300"	"   561.83853"	"  1155.4290"	"  1558.29409"	"   712.7750"	"2.510663e+03"	"1.553692e+03"	"  1341.59725"	"   716.23920"	"  1355.08320"	"   820.24475"	"  1029.40841"	"  1016.4792"	"   888.19927"	"   449.53239"
""	""	""	""	""	"417.1716"	""	""	""	" 280.531460"	""	""	""	""	""	""	""	""	""	""	""	" 10057.7064"	"  9887.1286"	"  9242.1484"	" 11593.5489"	"  8746.28381"	"  6132.0415"	"  5187.81321"	"  6030.9045"	"1.088976e+04"	"1.334805e+04"	" 10003.32871"	"  7851.84400"	" 10681.57607"	"  4598.70324"	"  7625.42880"	" 10254.1968"	"  5621.28233"	"  8086.33542"
""	""	""	""	""	"417.7477"	""	""	""	"  25.481664"	""	""	""	""	""	""	""	""	""	""	""	"   805.0926"	"   717.4780"	"   719.1149"	"   720.0788"	"   660.35632"	"   550.8809"	"   740.96367"	"   680.2104"	"1.688983e+03"	"1.811518e+03"	"  1338.11180"	"  1086.34114"	"  1450.93513"	"  1220.75795"	"   992.59650"	"  1201.5302"	"  1253.29908"	"  1004.59864"
""	""	""	""	""	"418.5890"	""	""	""	" 232.272423"	""	""	""	""	""	""	""	""	""	""	""	"   937.4160"	"   722.2859"	"   594.5574"	"   936.7310"	"   566.58015"	"   659.2848"	"   779.67713"	"   700.6569"	"1.622964e+03"	"1.350214e+03"	"  1133.06861"	"   904.38960"	"   886.97303"	"  1135.47228"	"  1241.99124"	"  1885.0283"	"  1095.20880"	"  1519.88160"
""	""	""	""	""	"419.1486"	""	""	""	" 275.858241"	""	""	""	""	""	""	""	""	""	""	""	"  5241.5232"	"  4399.5168"	"  3628.3192"	"  4462.6419"	"  3718.86983"	"  3406.6897"	"  4199.30291"	"  3707.2968"	"4.847208e+03"	"6.103996e+03"	"  5530.44879"	"  3145.51440"	"  5396.64720"	"  3954.22918"	"  5039.68530"	"  4715.1024"	"  5896.07845"	"  4584.33120"
""	""	""	""	""	"419.6068"	""	""	""	" 232.195131"	""	""	""	""	""	""	""	""	""	""	""	"  2548.5192"	"  2042.2992"	"  1792.5522"	"  1965.0752"	"  1781.68032"	"  2342.6467"	"  2274.83940"	"  1326.3852"	"4.187341e+03"	"3.654641e+03"	"  2751.92870"	"  2084.62500"	"  2090.27539"	"  2353.68593"	"  3384.21859"	"  3711.9370"	"  2660.12640"	"  3285.47296"
""	""	""	""	""	"419.6486"	""	""	""	" 275.859909"	""	""	""	""	""	""	""	""	""	""	""	"  1588.9368"	"  1236.4995"	"  1599.9456"	"  1887.3831"	"   847.86817"	"  1051.3692"	"  1578.13071"	"  1129.6422"	"1.944012e+03"	"2.017205e+03"	"  1889.40332"	"  2000.05603"	"  1763.91016"	"  1472.26506"	"  1877.32797"	"  1662.8995"	"  2387.54829"	"  1602.28080"
""	""	""	""	""	"419.6953"	""	""	""	" 239.338322"	""	""	""	""	""	""	""	""	""	""	""	"  1518.0351"	"   999.9150"	"  1142.4108"	"   846.4124"	"  1209.41447"	"  1106.6857"	"  1325.05920"	"  1558.0300"	"1.671798e+03"	"1.682211e+03"	"  1707.69840"	"  1260.57941"	"  1318.07550"	"  1298.70480"	"  1785.24649"	"   848.8324"	"  1630.00998"	"  1762.70904"
""	""	""	""	""	"420.1090"	""	""	""	" 232.329906"	""	""	""	""	""	""	""	""	""	""	""	"  1179.7800"	"   815.7568"	"   867.8435"	"   618.6700"	"   807.51355"	"   980.4526"	"   910.72800"	"   403.3224"	"1.581264e+03"	"1.263216e+03"	"  1220.97600"	"   571.12320"	"   987.01144"	"   990.97020"	"  1251.54872"	"  1240.1306"	"   807.06911"	"  1257.00480"
""	""	""	""	""	"420.1476"	""	""	""	" 338.850321"	""	""	""	""	""	""	""	""	""	""	""	" 25607.1360"	" 23729.7127"	" 18285.6168"	" 21265.9992"	" 17196.64482"	" 18618.2724"	" 23929.32808"	" 16001.0908"	"2.232733e+04"	"2.032317e+04"	" 17711.49820"	" 19186.89107"	" 17025.50362"	" 25373.61600"	" 28920.45120"	" 25165.0125"	" 24218.43341"	" 18846.68866"
""	""	""	""	""	"420.1637"	""	""	""	" 222.079436"	""	""	""	""	""	""	""	""	""	""	""	"   922.4704"	"   614.1576"	"   445.0224"	"   660.8616"	"   534.76080"	"   581.7486"	"   783.54349"	"   484.3872"	"9.189810e+02"	"7.742477e+02"	"   943.56835"	"   699.40193"	"   618.16080"	"   888.71040"	"   725.91360"	"   507.7392"	"   865.35840"	"   576.67913"
""	""	""	""	""	"421.1038"	""	""	""	" 249.916292"	""	""	""	""	""	""	""	""	""	""	""	" 14482.8416"	" 11626.4231"	"  7869.3422"	"  8030.3537"	"  7623.95217"	"  6741.7224"	" 10332.24637"	"  7829.6469"	"1.583722e+04"	"1.142843e+04"	" 17266.67841"	" 16658.98320"	" 13066.71758"	" 11297.48079"	" 11585.66303"	"  8401.1011"	"  9023.88000"	" 12449.88412"
""	""	""	""	""	"421.1037"	""	""	""	" 211.931711"	""	""	""	""	""	""	""	""	""	""	""	"  8966.1450"	"  8384.5278"	"  7741.7681"	"  7886.1041"	"  6254.27134"	"  6624.4496"	"  8498.63483"	"  5470.3728"	"1.553701e+04"	"1.514955e+04"	" 14367.62418"	" 12913.58959"	" 13632.05210"	" 10347.60480"	" 11842.92164"	" 12677.5063"	" 10792.54777"	" 11389.58585"
""	""	""	""	""	"421.1461"	""	""	""	" 271.008271"	""	""	""	""	""	""	""	""	""	""	""	"  7014.7242"	"  4050.5712"	"  2698.5004"	"  3340.3368"	"  2882.60858"	"  2902.3200"	"  3329.64316"	"  2728.9479"	"4.866082e+03"	"4.313114e+03"	"  3395.94060"	"  3447.42240"	"  3058.37311"	"  3226.57920"	"  2761.39629"	"  3131.5808"	"  2439.61680"	"  2679.47520"
""	""	""	""	""	"421.1506"	""	""	""	" 338.805385"	""	""	""	""	""	""	""	""	""	""	""	"  5352.2554"	"  4232.7059"	"  3629.2344"	"  3889.4424"	"  3401.33005"	"  3796.9617"	"  4337.76725"	"  2877.1820"	"4.554323e+03"	"4.455844e+03"	"  3745.74487"	"  4276.40525"	"  2657.48061"	"  5437.37498"	"  5910.72480"	"  5252.1746"	"  5237.86889"	"  3910.12560"
""	""	""	""	""	"421.3171"	""	""	""	" 561.685948"	""	""	""	""	""	""	""	""	""	""	""	"  5083.3020"	"  3747.7367"	"  6053.0868"	"  5328.6278"	"  6191.80532"	"  3397.3824"	"  3564.22733"	"  2811.1763"	"4.165631e+03"	"6.166042e+03"	"  4798.50072"	"  6713.29426"	"  7656.59483"	"  2676.47280"	"  2695.26764"	"  3005.2767"	"  4488.59610"	"  2795.08698"
""	""	""	""	""	"422.0602"	""	""	""	" 130.798638"	""	""	""	""	""	""	""	""	""	""	""	"  7785.3637"	"  6382.4302"	"  3556.5096"	"  5437.2209"	"  4704.05302"	"  4933.6116"	"  6135.71971"	"  3839.4140"	"5.006959e+03"	"2.870391e+03"	"  4061.73880"	"  5437.79092"	"  4872.47856"	"  5097.32591"	"  5449.94406"	"  5464.1281"	"  5862.21257"	"  4458.95750"
""	""	""	""	""	"422.1064"	""	""	""	" 249.989209"	""	""	""	""	""	""	""	""	""	""	""	"  3151.7814"	"  2543.8758"	"  1516.4068"	"  1677.6744"	"  1560.64809"	"  1232.2017"	"  2272.17130"	"  1304.5629"	"2.988454e+03"	"2.097677e+03"	"  2720.50800"	"  3534.27279"	"  2642.33829"	"  2609.08560"	"  2305.74136"	"  1715.5240"	"  2071.15306"	"  2591.86009"
""	""	""	""	""	"422.1068"	""	""	""	" 211.942519"	""	""	""	""	""	""	""	""	""	""	""	"  1771.3184"	"  1364.8571"	"  1328.3005"	"  1615.2342"	"   771.28320"	"  1247.4485"	"  1689.87944"	"   587.2172"	"2.598521e+03"	"3.209767e+03"	"  2966.03760"	"  2996.58103"	"  2873.44710"	"  2385.36929"	"  2697.18169"	"  2468.6400"	"  2175.51369"	"  1865.65097"
""	""	""	""	""	"422.1425"	""	""	""	" 338.901305"	""	""	""	""	""	""	""	""	""	""	""	"  3600.4158"	"  3289.8075"	"  2347.7008"	"  2784.7518"	"  2418.97826"	"  2685.8515"	"  3147.30158"	"  2072.9904"	"2.750873e+03"	"2.543323e+03"	"  2305.50960"	"  3045.22355"	"  2022.71520"	"  3622.22880"	"  3942.24029"	"  3289.7040"	"  2641.03763"	"  2011.46885"
""	""	""	""	""	"422.3219"	""	""	""	" 561.505239"	""	""	""	""	""	""	""	""	""	""	""	"  1138.1408"	"   764.1730"	"  1665.4151"	"  1346.8485"	"  1177.12487"	"   490.7256"	"   938.58558"	"   661.5288"	"1.127077e+03"	"1.188283e+03"	"   726.39233"	"  1572.34728"	"  1843.14000"	"   783.62640"	"   391.11984"	"   807.1235"	"   516.41280"	"   562.48851"
""	""	""	""	""	"423.0934"	""	""	""	" 211.725844"	""	""	""	""	""	""	""	""	""	""	""	"  1361.7714"	"  1264.7988"	"   909.5244"	"   796.3980"	"  1150.92000"	"  1032.9734"	"  1494.86160"	"   980.9604"	"2.181548e+03"	"1.740684e+03"	"  1443.82080"	"  1200.62640"	"  1507.06926"	"  1125.13643"	"  1206.45257"	"  1714.3704"	"  1338.53615"	"  1213.97040"
""	""	""	""	""	"423.1611"	""	""	""	" 266.667147"	""	""	""	""	""	""	""	""	""	""	""	"  2302.4921"	"  2373.8394"	"  1111.0417"	"  1375.7664"	"  1179.70604"	"  1007.2337"	"  1618.40555"	"  1596.2760"	"1.227454e+03"	"1.852604e+03"	"   950.80850"	"  1763.68539"	"  1174.00686"	"  1404.56583"	"  1128.76211"	"  1300.6917"	"  1317.04214"	"  1240.65840"
""	""	""	""	""	"423.1830"	""	""	""	" 151.382585"	""	""	""	""	""	""	""	""	""	""	""	"  1427.0303"	"  1070.1013"	"   920.1301"	"  1083.8664"	"  1223.31120"	"   604.9038"	"   944.65323"	"   808.2319"	"1.568921e+03"	"9.410050e+02"	"  1283.06112"	"   658.36191"	"  1037.82960"	"   610.08581"	"   646.29942"	"  1280.3568"	"   723.57840"	"  1182.04603"
""	""	""	""	""	"424.8914"	""	""	""	"  25.738521"	""	""	""	""	""	""	""	""	""	""	""	"  9698.0709"	"  9246.1690"	"  6581.0131"	"  7912.3954"	"  6938.29696"	"  7442.4061"	"  7681.00670"	"  7905.5418"	"4.816687e+03"	"3.163945e+03"	"  3204.12322"	"  3855.31272"	"  3278.33092"	"  4628.52466"	"  4455.22800"	"  5416.5196"	"  4268.20571"	"  4865.64965"
""	""	""	""	""	"425.0393"	""	""	""	" 287.095590"	""	""	""	""	""	""	""	""	""	""	""	"  4692.7873"	"  5061.3832"	"  5794.2984"	"  5645.1792"	"  5110.00648"	"  5497.3087"	"  4977.58327"	"  5185.0427"	"5.200707e+03"	"5.111086e+03"	"  5469.41626"	"  5945.67380"	"  5342.76314"	"  5094.07200"	"  5337.26640"	"  5169.9523"	"  5617.78756"	"  4832.72273"
""	""	""	""	""	"425.1357"	""	""	""	" 528.127793"	""	""	""	""	""	""	""	""	""	""	""	"  7250.9454"	"  6638.5143"	"  6482.1133"	"  6873.6186"	"  7106.87456"	"  7598.5992"	"  6974.68959"	"  6620.5228"	"6.240790e+03"	"6.142001e+03"	"  6573.92160"	"  6215.63520"	"  6213.71389"	"  6548.31300"	"  6349.07520"	"  6264.4766"	"  6255.33360"	"  6476.00786"
""	""	""	""	""	"425.2247"	""	""	""	" 325.435423"	""	""	""	""	""	""	""	""	""	""	""	"  1225.4702"	"  1525.3718"	"  1963.0195"	"  1034.9915"	"  1057.65534"	"  1619.9193"	"  1375.43648"	"  1127.0075"	"5.416411e+03"	"7.655617e+03"	"  5903.65843"	"  3684.91097"	"  2797.85134"	"  2668.66600"	"  2862.07964"	"  2688.8278"	"  3249.76536"	"  3978.18000"
""	""	""	""	""	"425.2870"	""	""	""	" 894.447815"	""	""	""	""	""	""	""	""	""	""	""	" 14103.3664"	" 13248.2568"	" 12932.0040"	" 13281.6571"	" 12897.96557"	" 13225.4898"	" 14044.02429"	" 13244.9208"	"1.227571e+04"	"1.221574e+04"	" 13468.10503"	" 13601.20560"	" 13976.07871"	" 13241.98839"	" 13176.86640"	" 12875.6256"	" 14471.89900"	" 13178.86800"
""	""	""	""	""	"425.7799"	""	""	""	"  25.206419"	""	""	""	""	""	""	""	""	""	""	""	"   980.2237"	"   894.7751"	"   811.9901"	"  1025.9858"	"   689.78829"	"   682.1850"	"   997.65802"	"   843.3862"	"1.901101e+03"	"1.871670e+03"	"  1622.10228"	"  2039.71248"	"  1709.58600"	"  1577.44428"	"  1576.13281"	"  1136.0575"	"  1612.00800"	"  1809.86039"
""	""	""	""	""	"426.1392"	""	""	""	" 528.251411"	""	""	""	""	""	""	""	""	""	""	""	"  1778.0102"	"  1615.5037"	"  1486.2764"	"  1524.4925"	"  1377.98348"	"  1601.6136"	"  1705.94222"	"  1567.4979"	"1.521019e+03"	"1.420371e+03"	"  1253.00160"	"  1592.27280"	"  1220.09068"	"  1665.12462"	"  1637.97600"	"  1431.0677"	"  1428.72019"	"  1764.99792"
""	""	""	""	""	"426.2275"	""	""	""	" 325.449657"	""	""	""	""	""	""	""	""	""	""	""	"   360.0083"	"   418.2660"	"   591.0333"	"   292.4237"	"   319.20300"	"   493.7280"	"   317.53527"	"   358.4036"	"1.402620e+03"	"1.818272e+03"	"  1685.15842"	"   765.76500"	"   685.10236"	"   603.77842"	"   675.67100"	"   533.7600"	"   717.57360"	"   977.53037"
""	""	""	""	""	"426.2900"	""	""	""	" 894.538065"	""	""	""	""	""	""	""	""	""	""	""	"  3478.1136"	"  3332.7701"	"  3220.2124"	"  3186.8561"	"  3747.85076"	"  3125.8999"	"  3279.50710"	"  3471.0648"	"3.009191e+03"	"3.271143e+03"	"  3433.64743"	"  3270.70093"	"  3382.80493"	"  3465.56224"	"  3519.81360"	"  3074.7151"	"  3294.19097"	"  3519.62942"
""	""	""	""	""	"426.8892"	""	""	""	"  25.404580"	""	""	""	""	""	""	""	""	""	""	""	"  2946.0271"	"  2974.8347"	"  2509.9952"	"  3092.5316"	"  2676.66063"	"  1859.2921"	"  2812.25830"	"  2513.4018"	"1.973648e+03"	"6.174072e+02"	"  1011.60256"	"  1433.97691"	"   972.92632"	"  1386.07400"	"  1386.36887"	"  1839.0137"	"  1903.73866"	"  1686.30307"
""	""	""	""	""	"427.0895"	""	""	""	" 181.195210"	""	""	""	""	""	""	""	""	""	""	""	"   518.6498"	"   332.9958"	"   245.7701"	"   225.5349"	"   155.45760"	"   266.8547"	"   385.53208"	"   278.5824"	"1.389886e+03"	"9.196080e+02"	"  3535.93286"	"   830.99760"	"   752.26800"	"   435.30450"	"   588.87964"	"  1005.5996"	"   194.79055"	"  1062.93271"
""	""	""	""	""	"427.1203"	""	""	""	" 221.689027"	""	""	""	""	""	""	""	""	""	""	""	"  2827.9782"	"  1607.9520"	"  1027.3200"	"   565.6315"	"  1127.44125"	"   898.2838"	"  1623.96480"	"  1597.0972"	"5.890370e+03"	"3.872906e+03"	"  8279.36834"	"  3866.88885"	"  3695.28720"	"  2067.84853"	"  3266.59667"	"  2334.2529"	"  1419.23591"	"  3646.92679"
""	""	""	""	""	"427.1366"	""	""	""	" 528.115968"	""	""	""	""	""	""	""	""	""	""	""	"   842.1326"	"   724.9128"	"   679.4221"	"   693.6583"	"   811.31520"	"   504.9406"	"   533.16129"	"   585.2963"	"4.197717e+02"	"6.829406e+02"	"   657.61007"	"   387.30960"	"   501.52963"	"   520.23830"	"   459.66143"	"   625.6125"	"   716.02265"	"   546.43680"
""	""	""	""	""	"427.1919"	""	""	""	" 258.907906"	""	""	""	""	""	""	""	""	""	""	""	"  3617.9002"	"  3123.5036"	"  1877.9879"	"  2634.2026"	"  2004.17059"	"  2717.4047"	"  2750.43375"	"  2367.6900"	"2.425250e+03"	"3.087392e+03"	"  2667.79920"	"  2919.66720"	"  2998.11480"	"  1846.31786"	"  2102.28364"	"  1972.9526"	"  2961.51775"	"  1500.08141"
""	""	""	""	""	"427.7782"	""	""	""	"  25.087679"	""	""	""	""	""	""	""	""	""	""	""	"   439.9537"	"   362.5172"	"   263.3919"	"   244.8150"	"   241.60306"	"   410.7872"	"   522.60077"	"   405.3335"	"7.493161e+02"	"8.298376e+02"	"   724.37069"	"   821.54186"	"   615.23743"	"   762.87459"	"   757.49962"	"   534.3723"	"   699.12544"	"   725.43210"
""	""	""	""	""	"429.2401"	""	""	""	" 689.293220"	""	""	""	""	""	""	""	""	""	""	""	"  6342.6697"	"  4573.2353"	"  3207.8713"	"  4114.6783"	"  3220.57440"	"  5061.2187"	"  4174.32688"	"  3898.2277"	"1.152109e+04"	"1.200624e+04"	"  6220.16434"	"  5585.00815"	"  6207.88279"	"  6663.24450"	"  9598.46350"	"  9781.8885"	"  5985.98000"	"  7527.42529"
""	""	""	""	""	"429.3187"	""	""	""	" 816.031613"	""	""	""	""	""	""	""	""	""	""	""	" 16476.1041"	" 16525.9255"	" 15872.2380"	" 15879.0264"	" 14701.82710"	" 14489.2746"	" 13884.93445"	" 14689.0752"	"1.642480e+04"	"1.658338e+04"	" 15689.17858"	" 14746.20619"	" 14483.24400"	" 14688.48000"	" 14785.48560"	" 14759.8870"	" 16457.07476"	" 14474.59277"
""	""	""	""	""	"430.3218"	""	""	""	" 815.992404"	""	""	""	""	""	""	""	""	""	""	""	"  4320.7872"	"  4033.0562"	"  3717.6869"	"  3763.3416"	"  3948.40490"	"  3473.5819"	"  3129.22714"	"  3248.9929"	"4.094461e+03"	"4.165630e+03"	"  3653.82600"	"  3068.45280"	"  3481.25297"	"  3331.32960"	"  3510.92379"	"  3334.8389"	"  3755.50200"	"  3268.13545"
""	""	""	""	""	"430.3880"	""	""	""	" 760.754345"	""	""	""	""	""	""	""	""	""	""	""	"  1344.4080"	"  1476.3956"	"  1463.6722"	"  1199.4046"	"  1313.65650"	"  1389.6225"	"  1321.99400"	"  1535.6661"	"1.913696e+03"	"1.851146e+03"	"  1506.62077"	"  1386.69300"	"  1490.32622"	"  1334.89655"	"  1509.20640"	"  1775.1639"	"  1286.52378"	"  1322.89011"
""	""	""	""	""	"431.1161"	""	""	""	" 272.803964"	""	""	""	""	""	""	""	""	""	""	""	" 10017.3408"	"  9069.1865"	"  5327.5888"	"  6640.5172"	"  5571.78720"	"  2796.3415"	"  2942.60494"	"  3271.3889"	"7.547405e+03"	"6.477845e+03"	"  4246.93292"	"  4574.34035"	"  4656.74578"	"  2561.41570"	"  1974.70795"	"  3115.9420"	"  1698.02400"	"  2653.16890"
""	""	""	""	""	"431.1773"	""	""	""	" 376.627294"	""	""	""	""	""	""	""	""	""	""	""	"  1568.6720"	"  1541.2320"	"  1468.7369"	"  1590.4365"	"  1675.97418"	"  1778.0589"	"  1722.58976"	"  1338.8546"	"1.495687e+03"	"1.393062e+03"	"  1253.66880"	"  1422.71100"	"  1419.45345"	"  1566.56500"	"  1483.32265"	"  1603.6020"	"  1480.18320"	"  1526.08929"
""	""	""	""	""	"431.6780"	""	""	""	" 376.652202"	""	""	""	""	""	""	""	""	""	""	""	"   647.9807"	"   710.4176"	"   719.7120"	"   803.9760"	"   800.77091"	"   729.2073"	"   975.61349"	"   843.3862"	"6.200610e+02"	"7.107854e+02"	"   842.59250"	"   764.09432"	"   777.95520"	"   748.17578"	"   682.54560"	"   928.4088"	"   619.22021"	"   790.77592"
""	""	""	""	""	"432.2376"	""	""	""	" 527.980215"	""	""	""	""	""	""	""	""	""	""	""	"  1002.3347"	"  1008.7366"	"  1168.0000"	"  1707.4785"	"  1414.68522"	"  1562.0429"	"  1753.61184"	"  1844.3839"	"1.109775e+03"	"1.284694e+03"	"  1808.77920"	"  1378.90657"	"  1565.56400"	"  1753.03116"	"  1578.92880"	"  1578.4644"	"  1836.46800"	"  1886.50800"
""	""	""	""	""	"432.2448"	""	""	""	" 159.026734"	""	""	""	""	""	""	""	""	""	""	""	"   201.7675"	"   550.8837"	"   601.0796"	"   330.9999"	"   472.16529"	"   513.7953"	"   285.89520"	"   588.8040"	"4.210873e+02"	"5.285650e+02"	"   478.33712"	"   429.00960"	"   424.42400"	"   372.66843"	"   695.36133"	"   551.9271"	"   759.27360"	"   423.33840"
""	""	""	""	""	"432.6109"	""	""	""	" 289.094054"	""	""	""	""	""	""	""	""	""	""	""	"   966.7728"	"  1042.8750"	"   922.6270"	"   470.4289"	"   860.68800"	"   632.1009"	"   901.38720"	"   546.9195"	"9.082279e+02"	"5.102055e+02"	"   523.89708"	"   763.39120"	"   614.10000"	"   897.98390"	"   660.27921"	"   655.6026"	"  1002.08529"	"   939.85684"
""	""	""	""	""	"433.1135"	""	""	""	" 287.522776"	""	""	""	""	""	""	""	""	""	""	""	"  6199.7241"	"  4135.2643"	"  3101.2357"	"  3983.5096"	"  2677.14000"	"  3771.8936"	"  3370.69440"	"  1922.4193"	"8.748059e+03"	"8.600519e+03"	"  4862.98667"	"  3635.80774"	"  4590.71127"	"  4152.27425"	"  5969.57157"	"  7388.5038"	"  3903.47100"	"  5090.17111"
""	""	""	""	""	"433.1135"	""	""	""	" 232.307918"	""	""	""	""	""	""	""	""	""	""	""	"  1766.1960"	"  1466.9591"	"  1011.6506"	"  1223.4755"	"   999.79920"	"  1402.5594"	"  1430.57575"	"   808.5024"	"3.044160e+03"	"2.642974e+03"	"  2067.16263"	"  1010.80800"	"  1565.70978"	"  1433.73702"	"  1751.89942"	"  2411.7612"	"  1505.00661"	"  1455.16320"
""	""	""	""	""	"434.1173"	""	""	""	" 287.184056"	""	""	""	""	""	""	""	""	""	""	""	"  1721.2245"	"   878.7024"	"  1160.9280"	"  1397.1168"	"   376.24874"	"  1592.1108"	"  1114.45976"	"   541.8511"	"1.719129e+03"	"1.576241e+03"	"  1372.70246"	"   616.71456"	"   520.89369"	"   571.59384"	"  1431.81120"	"  1718.2872"	"  1115.00915"	"  1423.43873"
""	""	""	""	""	"435.2193"	""	""	""	" 300.733529"	""	""	""	""	""	""	""	""	""	""	""	" 19865.5709"	" 22241.1120"	" 14765.3638"	" 18465.3777"	" 13201.47425"	"  9717.6057"	" 15528.50583"	" 15037.3536"	"1.745094e+04"	"9.171351e+03"	" 10054.81613"	" 11282.94074"	" 10656.84835"	" 15203.53724"	" 14297.32930"	" 15338.7292"	" 11404.78320"	" 18805.56292"
